KIC		PERIOD			EPOCH
10350571     393.8931088799524218     187.2126214335016812
10586004     389.9883483099400792     246.2036376119739316
10593626     496.6970162398193338     241.9548087489357044
10663396     218.4847972557793128     194.3422320063296524
10779233     391.3977585778258117     245.6314686020268141
10984090     382.0814015080341051     251.3932239621613860
11086270     244.0880121251283299     202.1263147658723369
11253827     294.5813589440119813     250.7576270602704653
11297236     450.6806919999820593     296.4919433054149636
11401755     277.0890266399663915     257.0299707730929413
11402995     213.6824476008739850      37.0938527277695016
11623629     262.9897112699511581     205.1644894397306871
11769890     353.2904453338716735     299.1664755295412306
12154526     213.3946430041397093      37.8089153646941440
12785320     206.1811082699348674     200.3674719222811973
2443393     221.1850845600201865       4.0938194811074027
2449431     208.7813809848502444      95.4693954193237744
3942670     289.3949326580824390     208.9546211510919989
4049901     294.3804586380409773     199.8201109173064367
4247991     247.1972715207105864      39.3197138886259552
4914423     308.8885368720578981     202.0474668097744484
5088536     216.9942953079564347     119.3545028142006856
5094751     209.4949963480087831      45.9810137603802787
5096590     376.9983228288635360     200.2714093076269251
5113822     202.1806843437960879      48.5559824820933841
5445681     262.4825911400323548      43.6506667855826436
5511081     440.4852197600894783     212.0615134886225519
5695396     208.5955189120154500     200.9823850287151572
5770074     339.1916347379536774     314.8189264983510611
5966322     312.7916109289018323     200.3256746941030428
6196457     253.5921574099613451     245.6089291189411483
6356692     211.5992267900019783      12.3083380245445539
6442340     212.1920141439436520     186.1481786769053883
6521045     255.1861608798373027     133.9023509548156596
6528464     397.0853803840489036     252.5199126147587947
6541920     400.4986661518291839      85.4752073086827977
6678383     285.4899803699702829     245.2012558944952048
6707835     228.1935243770059856      76.5684304925335368
6850504     252.2846456501615080      31.4734362516580291
7040629     362.8980081228334029      13.0800854983114050
7050060     266.7944248321364284      26.2615012870072064
7106173     466.4996570795592561     246.3087966778406326
7286173     297.6909323043062159     200.3313229280165899
7364176     272.1884457597957407     103.7235285266694973
7515212     446.5960849201702558     200.3329300098016006
7609674     229.0909889130280419      84.2303046290241753
7626506     390.4850007080481191     152.5790391053204473
7941200     254.5919653378827832      75.2403327967033135
8008067     220.7938108549626577     121.7054237687350451
8022489     259.1904623279436350       4.6442678614058082
8095441     391.0964313916431365     105.0510973077267636
8107380     414.6992041679839076     187.1118681494134250
8240797     232.7894708479343535      40.9332358741089024
8349582     263.8895445780108275     245.6400652292957147
8395660     370.4978832380034532     346.8788832233302628
8611832     361.4852436000441571     194.0794304189794843
8628758     282.1804385786969078     149.1459960680267613
8686097     373.5820664400154101     358.2806105596247335
8692861     202.6900832320969812     159.0348565428414247
8802165     304.8813226000470422     246.2443354330913508
8827575     343.5863891880644019     200.9037034056792663
8962094     364.8978129371095065     157.0940041061360830
9266431     343.1956472300973360     200.3316991597516221
9458613     249.4841878409094420     152.6195270863494500
9471974     360.7916909037057849     152.9671261515283902
9573539     300.7932345600511326     245.6503876804803213
9578686     248.5847436299258106      99.1062346695360930
9597058     302.7971170160026304     176.0962143761237542
9597345     224.3913762720928275     195.4867299717023457
9763348     237.8967143420674120     123.5837181621301539
9836959     212.0885649470224052      13.5547257490335937
9838468     270.4914103148581717     103.0308317609493542
9884104     445.4908776240255293     297.0032196386337660
9955598     426.4860075928795027      39.6021413805813722
9963524     281.4853476999161330      64.3281914217972712
10350571     223.0821264599730398     150.4519555927536771
10586004     229.6813746399647016     134.9851779322988250
10593626     296.0932967998923004     125.9334081654765782
10663396     249.2998995997481870     138.7045797143102561
10779233     212.7819181409053044     114.7776425991427232
10984090     403.2922526560359984      41.0939540210301857
11086270     279.4802630251469395     264.9785506232317402
11253827     206.1824300600083859     177.4222462761925385
11297236     226.9853151999909642     113.1432791881400703
11401755     440.8903273439465238     164.0006367609840936
11402995     282.4850488318334101      20.8883141135502797
11623629     206.6931569149616053     203.7389199925902403
11769890     375.3800382198636498     233.4740013893704713
12154526     200.4802109081312551      74.8120558681727061
12785320     209.1849361109339043     122.4800097952379332
2443393     322.2959306800294144      21.1315302290865361
2449431     210.4978962048490132     126.1797456642781015
3942670     287.4945140210818977     245.6525351075179060
4049901     416.2931211560579072     126.4651730493208817
4247991     255.1871973837012320     133.0863097796219563
4914423     250.7931339660470087     171.8464504753749793
5088536     393.1808302119210339     123.5227910260300774
5094751     249.2810632510104369     123.6247490246247338
5096590     257.4966592209067926     119.4572080424183582
5113822     388.0953665916085811     245.6543935133806542
5445681     233.4858767120287553      84.7419405101370558
5511081     306.1899486400621981     107.9939250197272145
5695396     281.0971745840208200     200.6165650832325014
5770074     423.9946520379421600     245.6275442866270851
5966322     343.9951641978919952     246.2040761291959825
6196457     231.5841998329647140      69.6211555669316340
6356692     269.6945046040025318       2.3438519219943146
6442340     381.6963243638986114     214.3490369160249713
6521045     394.4882155497484746     386.7666454649464640
6528464     250.0992162680308013     151.3528041904522183
6541920     366.0867189198438609     335.5406997297699263
6678383     230.9912488799759558     211.3626894669690444
6707835     222.7987817930058441     199.5737500054928546
6850504     347.7956155002226524      53.7843651028089198
7040629     218.6910570938995875      21.8297389589035333
7050060     408.7946131102090703     140.6050864969982968
7106173     309.9916683997071232     200.3112343134431796
7286173     280.7915362982888610     261.9683066140082701
7364176     242.3948456158180988      66.4542899095152961
7515212     204.6924265680780479      73.0963426628648847
7609674     275.9881273980337824       9.9354502120480106
7626506     252.5922389320311083     197.6127255993287690
7941200     249.8920574778849470     143.4856589131197211
8008067     268.0994723199546570      58.6085849570429218
8022489     228.1914138139503621     200.3490868080556879
8095441     216.8920801918021084      28.7365042944457230
8107380     286.3905265799888866     176.3832919981318810
8240797     211.3945818049404011     200.3482749001664160
8349582     385.5966939900157513     122.7463784903266628
8395660     293.7867777460027128     158.0944511301726720
8611832     358.5835531200438027     247.7371842159742243
8628758     284.7960585466940984     246.2030649729869651
8686097     254.9806927600104984      48.5544868430986583
8692861     453.0947893442167924       7.6437087067283755
8802165     216.5842585950334183     200.3499015721382079
8827575     316.9806155040594149      57.5029939106876213
8962094     217.0955011840651423     176.8713500405051491
9266431     220.4871112600625338     165.4511949938904536
9458613     350.8799237788726373      61.3854864587821680
9471974     234.3838182298088668     137.7237059870371638
9573539     212.6804337840361541      26.5915826963374968
9578686     274.0869022859181996     137.7650185434430909
9597058     320.7998339880028311     145.1606893637326721
9597345     278.1954463681150855     145.2226205105880297
9763348     242.9848677410688538      25.2414594614177759
9836959     232.2981796240245558      17.2725477707779760
9838468     242.7822350948726751     148.1852496886356221
9884104     224.5947541840128849     222.5804504268384107
9955598     291.5986454099175944     136.9874163708009291
9963524     382.9835489358858922     159.4239917370057071
