KIC		Period			Epoch
10350571     248.7885764999699632     124.8500479281636046
10663396     218.4847972557793128     194.3365096051291516
10779233     391.3977585778258117     245.6250237630582092
11253827     279.8890727980113979     309.6854758547991082
11297236     261.6829263999895829     236.0178938866736189
11402995     213.6824476008739850     250.7854840838764119
11769890     375.1961285658637166     233.4481029656977285
12785320     206.1811082699348674     200.3674719222811973
2449431     225.5991431998381813     220.2446725790777293
3942670     280.1993586080798195     245.6441232826037151
4247991     247.1972715207105864     286.5043092066124473
5094751     213.4797334030089360     251.4386597417426970
5096590     301.6967444438907933     200.2659554646209585
5113822     202.1806843437960879     250.7247842798676629
5445681     421.0960494840518322     251.3909234961935226
5695396     312.9954509380231684     200.9185410929615898
5770074     423.9946520379421600     245.6275442866270851
5966322     312.7916109289018323     200.3256746941030428
6196457     416.5981718869364840     245.6476315533255956
6356692     231.7885108140021657     122.9708287831975326
6521045     255.1861608798373027     133.9014119260277482
6541920     400.4986661518291839     485.9558729980500402
6678383     243.2927998199746753     128.5077396801928273
6707835     227.2944006130059620     199.5678995303939018
6850504     290.2928621501858402     283.7899418015568926
7040629     362.8980081228334029     375.9644295232375271
7050060     266.7944248321364284     293.0641115473102900
7106173     466.4996570795592561     246.3038652568189093
7286173     275.3968077062833117     267.3822990515502624
7364176     236.6936011438223773     245.7016981347663034
7515212     446.5960849201702558     200.3298561398743232
7609674     468.7874745030574104     521.2652841695673942
7626506     389.8923969600480177     153.7835349459507768
7941200     297.8924207958628472     199.8347726860078524
8008067     220.7938108549626577     342.4798627721506818
8022489     388.8878657019154161     263.8310116706381905
8095441     391.2803421436429971     495.7607988882366499
8107380     414.4948584479839155     187.2318019714371076
8240797     232.7894708479343535     273.7227067220432559
8395660     207.3897202020019108     146.3447316330264130
8611832     361.3830714000441731     194.3824663658998588
8628758     381.6966045485900167     149.2271710431921861
8692861     202.6900832320969812     159.0322471348138436
8802165     304.8813226000470422     246.2367562311441134
8827575     228.9894776520429218     315.4925349696541161
8962094     301.2853981040904046     284.3097925717668204
9266431     343.1956472300973360     200.3276993807900794
9458613     324.1925333848823243     177.9541902241056732
9471974     365.8798836447016356     137.7031615616915587
9573539     300.8954061750511642     245.6215746370851605
9578686     248.5847436299258106     347.6733450460018844
9597058     302.7971170160026304     176.0962143761237542
9597345     242.5985264641003596     159.0737389072345707
9763348     237.8967143420674120     123.5836058565531062
9838468     270.4914103148581717     373.5222420758075259
9884104     259.9871765520149438     222.5132713211933719
9963524     281.4853476999161330     345.8185417051622039
